# target name, total intrachromosomal interactions, total interchromosomal interactions, total interactions, interactions within 5Mb, interactions within 1Mb
DS_enhancer	136111	40874	176985	116609	111147
Elp4	63602	29082	92684	41182	34419
Pax6	15633	9120	24753	10622	9282
US_enhancer	38506	8779	47285	29011	26437
